DISTRICT_ASSIGNED,OpenYear,OpenQuarter,OpenMonthNum,StatusCurrent,TotalCases,Cases_NoInspection,Cases_Habitability,Cases_Retaliation,Cases_Retaliation_DuringMoratorium,Cases_WithNOV
4.0,2020,Q3,8,Completed,117,53,33,0,0,0
4.0,2020,Q3,8,NOV Issued,3,1,2,0,0,0
4.0,2020,Q3,8,Open Duplicate,1,1,0,0,0,0
4.0,2020,Q3,9,Application Completed,1,1,1,0,0,0
4.0,2020,Q3,9,Closed,12,11,6,0,0,0
4.0,2020,Q3,9,Completed,116,53,46,1,1,0
4.0,2020,Q3,9,Issued,1,1,1,0,0,0
4.0,2020,Q3,9,Open Duplicate,1,1,1,0,0,0
4.0,2020,Q4,10,Closed,13,11,10,0,0,0
4.0,2020,Q4,10,Completed,107,48,40,0,0,0
4.0,2020,Q4,10,Initiated,1,1,1,0,0,0
4.0,2020,Q4,10,NOV Issued,1,0,0,0,0,0
4.0,2020,Q4,11,Closed,4,3,2,0,0,0
4.0,2020,Q4,11,Completed,78,45,34,1,1,0
4.0,2020,Q4,12,Closed,15,10,6,1,1,0
4.0,2020,Q4,12,Completed,57,26,22,2,2,0
4.0,2020,Q4,12,Initiated,1,1,1,0,0,0
4.0,2020,Q4,12,Referred to Law,1,0,1,0,0,0
4.0,2020,Q4,12,Under Investigation,3,3,3,0,0,0
4.0,2021,Q1,1,Closed,16,16,10,0,0,0
4.0,2021,Q1,1,Completed,85,54,24,2,2,0
4.0,2021,Q1,2,Closed,11,10,8,0,0,0
4.0,2021,Q1,2,Completed,92,54,37,1,1,0
4.0,2021,Q1,2,NOV Issued,2,2,2,0,0,0
4.0,2021,Q1,2,Reviews In Process,1,1,1,0,0,0
4.0,2021,Q1,3,Citation Issued,1,1,1,0,0,0
4.0,2021,Q1,3,Closed,14,12,9,0,0,0
4.0,2021,Q1,3,Completed,104,54,43,2,2,0
4.0,2021,Q1,3,EO Vacate Close Issued,2,0,0,0,0,0
4.0,2021,Q2,4,Closed,17,14,12,0,0,0
4.0,2021,Q2,4,Completed,97,42,44,2,2,0
4.0,2021,Q2,4,Initiated,1,1,1,0,0,0
4.0,2021,Q2,5,Closed,14,13,6,0,0,0
4.0,2021,Q2,5,Completed,91,47,30,0,0,0
4.0,2021,Q2,5,NOV Issued,2,1,2,0,0,0
4.0,2021,Q2,6,Closed,21,20,12,3,3,0
4.0,2021,Q2,6,Completed,125,82,48,1,1,0
4.0,2021,Q2,6,Initiated,2,2,2,0,0,0
4.0,2021,Q2,6,NOV Issued,1,1,1,0,0,0
4.0,2021,Q2,6,Referred to Law,1,0,1,0,0,0
4.0,2021,Q2,6,Reviews In Process,1,1,1,0,0,0
4.0,2021,Q3,7,Closed,23,22,15,1,1,0
4.0,2021,Q3,7,Completed,119,72,31,1,1,0
4.0,2021,Q3,8,Closed,33,33,19,2,2,0
4.0,2021,Q3,8,Completed,116,50,46,2,2,0
4.0,2021,Q3,9,Closed,20,20,13,1,1,0
4.0,2021,Q3,9,Completed,134,90,42,2,2,0
4.0,2021,Q3,9,Initiated,1,1,1,0,0,0
4.0,2021,Q3,9,Issued,1,1,1,0,0,0
4.0,2021,Q3,9,NOV Issued,1,1,1,0,0,0
4.0,2021,Q3,9,Open Duplicate,1,1,0,0,0,0
4.0,2021,Q4,10,Closed,19,19,14,1,1,0
4.0,2021,Q4,10,Completed,119,69,43,2,2,0
4.0,2021,Q4,10,NOV Issued,1,0,1,0,0,0
4.0,2021,Q4,10,Open Duplicate,1,1,0,0,0,0
4.0,2021,Q4,11,Closed,12,11,7,1,1,0
4.0,2021,Q4,11,Completed,99,71,39,3,3,0
4.0,2021,Q4,11,Issued,1,1,1,0,0,0
4.0,2021,Q4,11,NOV Issued,4,4,4,2,2,0
4.0,2021,Q4,11,Open Duplicate,1,1,0,0,0,0
4.0,2021,Q4,12,Closed,10,10,6,0,0,0
4.0,2021,Q4,12,Completed,81,54,36,0,0,0
4.0,2021,Q4,12,NOV Issued,1,1,1,0,0,0
4.0,2021,Q4,12,Open Duplicate,1,1,1,0,0,0
4.0,2022,Q1,1,Closed,12,12,10,0,0,0
4.0,2022,Q1,1,Completed,96,64,35,3,3,0
4.0,2022,Q1,1,NOV Issued,1,1,1,0,0,0
4.0,2022,Q1,1,Referred to Law,1,0,1,0,0,0
4.0,2022,Q1,1,Reviews In Process,1,1,1,0,0,0
4.0,2022,Q1,2,Closed,16,15,12,0,0,0
4.0,2022,Q1,2,Completed,78,45,45,2,2,0
4.0,2022,Q1,3,Closed,31,30,27,1,0,0
4.0,2022,Q1,3,Completed,116,68,42,4,0,0
4.0,2022,Q1,3,Initiated,1,1,1,0,0,0
4.0,2022,Q1,3,NOV Issued,1,1,1,0,0,0
4.0,2022,Q1,3,Under Investigation,4,4,4,1,0,0
4.0,2022,Q2,4,Closed,15,15,10,0,0,0
4.0,2022,Q2,4,Completed,86,55,28,0,0,0
4.0,2022,Q2,4,Compliance Achieved,1,0,1,0,0,0
4.0,2022,Q2,4,Initiated,1,1,1,0,0,0
4.0,2022,Q2,4,NOV Issued,2,2,2,0,0,0
4.0,2022,Q2,4,Under Investigation,10,9,10,1,0,0
4.0,2022,Q2,5,Closed,20,20,17,2,0,0
4.0,2022,Q2,5,Completed,100,67,16,1,0,0
4.0,2022,Q2,5,Initiated,1,1,1,0,0,0
4.0,2022,Q2,5,NOV Issued,2,2,2,0,0,0
4.0,2022,Q2,5,Open Duplicate,3,3,2,0,0,0
4.0,2022,Q2,5,Under Investigation,4,4,4,1,0,0
4.0,2022,Q2,6,Closed,35,35,20,1,0,0
4.0,2022,Q2,6,Completed,148,111,25,1,0,0
4.0,2022,Q2,6,NOV Issued,4,4,4,0,0,0
4.0,2022,Q2,6,Under Investigation,8,8,8,1,0,0
4.0,2022,Q3,7,Closed,19,19,11,2,0,0
4.0,2022,Q3,7,Completed,145,107,42,1,0,0
4.0,2022,Q3,7,Under Investigation,8,8,8,0,0,0
4.0,2022,Q3,8,Closed,35,35,15,0,0,0
4.0,2022,Q3,8,Completed,137,92,30,0,0,0
4.0,2022,Q3,8,NOV Issued,2,2,1,0,0,0
4.0,2022,Q3,8,Open Duplicate,2,2,1,0,0,0
4.0,2022,Q3,8,Under Investigation,4,4,4,0,0,0
4.0,2022,Q3,9,Closed,26,25,15,1,0,0
4.0,2022,Q3,9,Completed,125,91,21,0,0,0
4.0,2022,Q3,9,NOV Issued,1,1,0,0,0,0
4.0,2022,Q3,9,Open Duplicate,1,1,0,0,0,0
4.0,2022,Q3,9,Under Investigation,5,5,5,0,0,0
4.0,2022,Q4,10,Closed,13,13,10,0,0,0
4.0,2022,Q4,10,Completed,102,65,28,0,0,0
4.0,2022,Q4,10,Compliance Achieved,1,0,0,0,0,0
4.0,2022,Q4,10,NOV Issued,2,1,0,0,0,0
4.0,2022,Q4,10,Open Duplicate,3,3,3,0,0,0
4.0,2022,Q4,10,Under Investigation,5,5,5,0,0,0
4.0,2022,Q4,11,Closed,28,25,16,2,0,0
4.0,2022,Q4,11,Completed,90,59,28,0,0,0
4.0,2022,Q4,11,EO Vacate Close Issued,1,0,0,0,0,0
4.0,2022,Q4,11,Initiated,1,1,0,0,0,0
4.0,2022,Q4,11,Referred to Law,1,0,0,0,0,0
4.0,2022,Q4,11,Under Investigation,5,5,5,0,0,0
4.0,2022,Q4,12,Closed,39,39,32,0,0,0
4.0,2022,Q4,12,Completed,73,44,20,0,0,0
4.0,2022,Q4,12,Open Duplicate,1,1,1,0,0,0
4.0,2022,Q4,12,Under Investigation,8,7,6,0,0,0
4.0,2022,Q4,12,Warning,1,0,1,1,0,0
4.0,2023,Q1,1,Closed,22,21,16,1,0,0
4.0,2023,Q1,1,Completed,84,55,21,0,0,0
4.0,2023,Q1,1,NOV Issued,2,2,0,0,0,0
4.0,2023,Q1,1,Referred to Law,1,0,1,0,0,0
4.0,2023,Q1,1,Under Investigation,14,14,14,0,0,0
4.0,2023,Q1,1,Withdrawn,1,0,0,0,0,0
4.0,2023,Q1,2,Closed,22,22,16,1,0,0
4.0,2023,Q1,2,Completed,89,51,21,2,0,0
4.0,2023,Q1,2,Hazard Correction Order Issued,2,1,0,0,0,0
4.0,2023,Q1,2,Initiated,2,2,1,0,0,0
4.0,2023,Q1,2,Reviews Completed,1,1,1,0,0,0
4.0,2023,Q1,2,Under Investigation,3,2,3,0,0,0
4.0,2023,Q1,3,Closed,27,26,18,1,0,0
4.0,2023,Q1,3,Completed,131,74,36,4,0,0
4.0,2023,Q1,3,EO Repair Restore Issued,1,0,0,0,0,0
4.0,2023,Q1,3,Initiated,2,2,0,0,0,0
4.0,2023,Q1,3,NOV Issued,2,2,0,0,0,0
4.0,2023,Q1,3,Open Duplicate,2,2,1,0,0,0
4.0,2023,Q1,3,Under Investigation,11,11,11,1,0,0
4.0,2023,Q2,4,Closed,21,21,16,2,0,0
4.0,2023,Q2,4,Completed,93,44,19,2,0,0
4.0,2023,Q2,4,Initiated,1,1,0,0,0,0
4.0,2023,Q2,4,Referred to Law,3,1,2,0,0,0
4.0,2023,Q2,4,Under Investigation,7,7,7,0,0,0
4.0,2023,Q2,4,Warning,3,2,1,1,0,0
4.0,2023,Q2,5,Citation Issued,1,0,0,0,0,0
4.0,2023,Q2,5,Closed,16,16,8,3,0,0
4.0,2023,Q2,5,Completed,134,62,26,2,0,0
4.0,2023,Q2,5,Compliance Achieved,1,0,0,0,0,0
4.0,2023,Q2,5,Initiated,1,0,0,0,0,0
4.0,2023,Q2,5,NOV Issued,1,1,0,0,0,0
4.0,2023,Q2,5,Under Investigation,12,12,7,0,0,0
4.0,2023,Q2,6,Closed,33,28,14,2,0,0
4.0,2023,Q2,6,Completed,153,105,29,8,0,0
4.0,2023,Q2,6,Compliance Achieved,2,2,0,0,0,0
4.0,2023,Q2,6,Open Duplicate,2,2,0,0,0,0
4.0,2023,Q2,6,Under Investigation,7,7,7,1,0,0
4.0,2023,Q2,6,Withdrawn,1,0,0,0,0,0
4.0,2023,Q3,7,Closed,23,21,16,1,0,0
4.0,2023,Q3,7,Completed,154,110,26,1,0,0
4.0,2023,Q3,7,Open Duplicate,2,2,0,0,0,0
4.0,2023,Q3,7,Under Investigation,10,9,8,1,0,0
4.0,2023,Q3,8,Closed,20,20,14,1,0,0
4.0,2023,Q3,8,Completed,149,105,21,2,0,0
4.0,2023,Q3,8,EO Vacate Close Issued,1,0,0,0,0,0
4.0,2023,Q3,8,Hazard Correction Order Issued,2,2,0,0,0,0
4.0,2023,Q3,8,Under Investigation,21,15,15,1,0,0
4.0,2023,Q3,9,Closed,24,21,8,0,0,0
4.0,2023,Q3,9,Completed,116,69,24,1,0,0
4.0,2023,Q3,9,Initiated,1,1,0,0,0,0
4.0,2023,Q3,9,Issued,1,1,1,0,0,0
4.0,2023,Q3,9,NOV Issued,1,0,0,0,0,0
4.0,2023,Q3,9,Reviews Completed,1,1,1,0,0,0
4.0,2023,Q3,9,Reviews In Process,1,1,1,0,0,0
4.0,2023,Q3,9,Under Investigation,17,13,11,1,0,0
4.0,2023,Q4,10,Closed,25,21,12,1,0,0
4.0,2023,Q4,10,Completed,123,78,37,2,0,0
4.0,2023,Q4,10,Initiated,1,1,0,0,0,0
4.0,2023,Q4,10,NOV Issued,2,0,0,0,0,0
4.0,2023,Q4,10,Reviews Completed,1,1,1,0,0,0
4.0,2023,Q4,10,Under Investigation,23,20,14,0,0,0
4.0,2023,Q4,11,Closed,32,30,16,0,0,0
4.0,2023,Q4,11,Completed,114,57,27,1,0,0
4.0,2023,Q4,11,Hazard Correction Order Issued,1,1,0,0,0,0
4.0,2023,Q4,11,NOV Issued,1,1,0,0,0,0
4.0,2023,Q4,11,Under Investigation,38,30,29,0,0,0
4.0,2023,Q4,11,Warning,1,0,0,0,0,0
4.0,2023,Q4,12,Closed,12,12,8,0,0,0
4.0,2023,Q4,12,Completed,73,34,23,1,0,0
4.0,2023,Q4,12,Initiated,1,0,0,0,0,0
4.0,2023,Q4,12,NOV Issued,3,0,1,0,0,0
4.0,2023,Q4,12,Open Duplicate,1,1,1,0,0,0
4.0,2023,Q4,12,Under Investigation,18,11,13,0,0,0
4.0,2024,Q1,1,Closed,22,21,14,1,0,0
4.0,2024,Q1,1,Completed,103,49,24,1,0,0
4.0,2024,Q1,1,Initiated,4,3,1,0,0,0
4.0,2024,Q1,1,NOV Issued,5,1,3,0,0,0
4.0,2024,Q1,1,Open Duplicate,2,2,1,0,0,0
4.0,2024,Q1,1,Under Investigation,26,23,22,2,0,0
4.0,2024,Q1,2,Closed,15,15,9,1,0,0
4.0,2024,Q1,2,Completed,100,50,17,4,0,0
4.0,2024,Q1,2,Initiated,2,2,1,0,0,0
4.0,2024,Q1,2,NOV Issued,1,1,1,0,0,0
4.0,2024,Q1,2,Open Duplicate,1,1,0,0,0,0
4.0,2024,Q1,2,Under Investigation,15,13,11,0,0,0
4.0,2024,Q1,2,Warning,1,1,0,0,0,0
4.0,2024,Q1,3,Closed,7,5,3,0,0,0
4.0,2024,Q1,3,Completed,88,45,24,1,0,0
4.0,2024,Q1,3,Hazard Correction Order Issued,1,1,0,0,0,0
4.0,2024,Q1,3,Issued,1,1,1,0,0,0
4.0,2024,Q1,3,NOV Issued,1,0,0,0,0,0
4.0,2024,Q1,3,Open Duplicate,1,1,0,0,0,0
4.0,2024,Q1,3,Under Investigation,18,15,13,2,0,0
4.0,2024,Q2,4,Citation Issued,2,0,0,0,0,0
4.0,2024,Q2,4,Closed,9,7,5,0,0,0
4.0,2024,Q2,4,Completed,105,48,18,3,0,0
4.0,2024,Q2,4,Hazard Correction Order Issued,2,2,0,0,0,0
4.0,2024,Q2,4,Open Duplicate,1,1,0,0,0,0
4.0,2024,Q2,4,Under Investigation,16,14,11,0,0,0
4.0,2024,Q2,4,Warning,1,0,0,0,0,0
4.0,2024,Q2,5,Closed,17,16,10,0,0,0
4.0,2024,Q2,5,Completed,118,51,17,1,0,0
4.0,2024,Q2,5,Hazard Correction Order Issued,1,1,0,0,0,0
4.0,2024,Q2,5,NOV Issued,3,0,0,0,0,0
4.0,2024,Q2,5,Under Investigation,31,26,12,1,0,0
4.0,2024,Q2,6,Citation Issued,1,1,0,0,0,0
4.0,2024,Q2,6,Closed,24,20,13,0,0,0
4.0,2024,Q2,6,Completed,121,64,18,1,0,0
4.0,2024,Q2,6,Initiated,1,1,0,0,0,0
4.0,2024,Q2,6,NOV Issued,1,0,0,0,0,0
4.0,2024,Q2,6,Under Investigation,13,12,4,0,0,0
4.0,2024,Q3,7,Closed,22,17,15,1,0,0
4.0,2024,Q3,7,Completed,148,84,20,1,0,0
4.0,2024,Q3,7,Hazard Correction Order Issued,1,1,0,0,0,0
4.0,2024,Q3,7,Initiated,1,1,0,0,0,0
4.0,2024,Q3,7,Issued,2,2,2,0,0,0
4.0,2024,Q3,7,NOV Issued,5,4,0,0,0,0
4.0,2024,Q3,7,Reviews Completed,1,1,1,0,0,0
4.0,2024,Q3,7,Under Investigation,12,10,2,0,0,0
4.0,2024,Q3,7,Warning,1,0,0,0,0,0
4.0,2024,Q3,8,Citation Issued,1,0,0,0,0,0
4.0,2024,Q3,8,Closed,32,29,23,1,0,0
4.0,2024,Q3,8,Completed,129,66,19,4,0,0
4.0,2024,Q3,8,EO Vacate Close Issued,2,0,0,0,0,0
4.0,2024,Q3,8,Initiated,2,2,1,0,0,0
4.0,2024,Q3,8,Issued,1,1,1,0,0,0
4.0,2024,Q3,8,NOV Issued,3,1,0,0,0,0
4.0,2024,Q3,8,Under Investigation,22,18,0,1,0,0
4.0,2024,Q3,8,Warning,1,0,0,0,0,0
4.0,2024,Q3,9,Closed,23,22,13,0,0,0
4.0,2024,Q3,9,Completed,103,50,13,2,0,0
4.0,2024,Q3,9,EO Vacate Close Issued,1,0,0,0,0,0
4.0,2024,Q3,9,Initiated,3,3,1,0,0,0
4.0,2024,Q3,9,NOV Issued,2,0,1,0,0,0
4.0,2024,Q3,9,Open Duplicate,3,3,3,0,0,0
4.0,2024,Q3,9,Under Investigation,13,11,2,0,0,0
4.0,2024,Q4,10,Closed,15,14,8,0,0,0
4.0,2024,Q4,10,Completed,99,45,16,2,0,0
4.0,2024,Q4,10,Compliance Achieved,1,0,0,0,0,0
4.0,2024,Q4,10,Open Duplicate,1,1,0,0,0,0
4.0,2024,Q4,10,Under Investigation,16,14,3,0,0,0
4.0,2024,Q4,11,Citation Issued,1,0,0,0,0,0
4.0,2024,Q4,11,Closed,14,14,10,0,0,0
4.0,2024,Q4,11,Completed,102,54,19,1,0,0
4.0,2024,Q4,11,Initiated,1,1,0,0,0,0
4.0,2024,Q4,11,NOV Issued,2,2,0,0,0,0
4.0,2024,Q4,11,Under Investigation,10,10,0,0,0,0
4.0,2024,Q4,12,Closed,9,8,5,0,0,0
4.0,2024,Q4,12,Completed,75,43,27,2,0,0
4.0,2024,Q4,12,Hazard Correction Order Issued,3,3,0,0,0,0
4.0,2024,Q4,12,Reviews In Process,1,1,1,0,0,0
4.0,2024,Q4,12,Under Investigation,20,18,0,0,0,0
4.0,2025,Q1,1,Closed,23,22,16,1,0,0
4.0,2025,Q1,1,Completed,92,51,22,1,0,0
4.0,2025,Q1,1,Initiated,2,2,0,0,0,0
4.0,2025,Q1,1,Under Investigation,17,15,6,0,0,0
4.0,2025,Q1,1,Warning,1,0,0,0,0,0
4.0,2025,Q1,2,Closed,22,21,13,0,0,0
4.0,2025,Q1,2,Completed,112,53,24,1,0,0
4.0,2025,Q1,2,Initiated,1,1,0,0,0,0
4.0,2025,Q1,2,NOV Issued,2,1,1,0,0,0
4.0,2025,Q1,2,Under Investigation,13,10,4,0,0,0
4.0,2025,Q1,3,Citation Issued,1,0,0,0,0,0
4.0,2025,Q1,3,Closed,15,13,4,1,0,0
4.0,2025,Q1,3,Completed,109,55,36,1,0,0
4.0,2025,Q1,3,Initiated,2,2,0,0,0,0
4.0,2025,Q1,3,NOV Issued,1,0,0,0,0,0
4.0,2025,Q1,3,Open Duplicate,1,1,0,0,0,0
4.0,2025,Q1,3,Under Investigation,17,16,2,0,0,0
4.0,2025,Q1,3,Warning,1,0,0,0,0,0
4.0,2025,Q2,4,Closed,19,19,17,0,0,0
4.0,2025,Q2,4,Completed,114,64,20,3,0,0
4.0,2025,Q2,4,NOV Issued,2,0,0,0,0,0
4.0,2025,Q2,4,Open Duplicate,2,2,0,0,0,0
4.0,2025,Q2,4,Under Investigation,25,21,3,1,0,0
4.0,2025,Q2,5,Closed,15,14,11,2,0,0
4.0,2025,Q2,5,Completed,130,76,25,2,0,0
4.0,2025,Q2,5,Hazard Correction Order Issued,2,2,0,0,0,0
4.0,2025,Q2,5,Initiated,1,0,1,0,0,0
4.0,2025,Q2,5,NOV Issued,3,0,1,0,0,0
4.0,2025,Q2,5,Open Duplicate,2,2,1,0,0,0
4.0,2025,Q2,5,Reviews Completed,2,2,2,0,0,0
4.0,2025,Q2,5,Under Investigation,21,18,4,0,0,0
4.0,2025,Q2,5,Warning,2,0,0,0,0,0
4.0,2025,Q2,6,Citation Issued,1,0,0,0,0,0
4.0,2025,Q2,6,Closed,17,16,13,0,0,0
4.0,2025,Q2,6,Completed,124,65,13,3,0,0
4.0,2025,Q2,6,Compliance Achieved,1,0,0,0,0,0
4.0,2025,Q2,6,EO Vacate Close Issued,1,0,0,0,0,0
4.0,2025,Q2,6,Initiated,2,2,0,0,0,0
4.0,2025,Q2,6,Open Duplicate,1,1,0,0,0,0
4.0,2025,Q2,6,Under Investigation,29,29,4,0,0,0
4.0,2025,Q3,7,Citation Issued,1,0,0,0,0,0
4.0,2025,Q3,7,Closed,24,24,14,0,0,0
4.0,2025,Q3,7,Completed,153,91,16,2,0,0
4.0,2025,Q3,7,Compliance Achieved,1,1,0,0,0,0
4.0,2025,Q3,7,Hazard Correction Order Issued,1,1,0,0,0,0
4.0,2025,Q3,7,Initiated,4,3,0,0,0,0
4.0,2025,Q3,7,NOV Issued,6,3,0,0,0,0
4.0,2025,Q3,7,Open Duplicate,7,7,1,0,0,0
4.0,2025,Q3,7,Under Investigation,78,75,17,1,0,0
4.0,2025,Q3,7,Warning,2,0,0,0,0,0
4.0,2025,Q3,8,Application Completed,1,1,1,0,0,0
4.0,2025,Q3,8,Citation Issued,1,0,0,0,0,0
4.0,2025,Q3,8,Closed,16,14,5,0,0,0
4.0,2025,Q3,8,Completed,95,76,20,3,0,0
4.0,2025,Q3,8,Initiated,1,1,0,0,0,0
4.0,2025,Q3,8,NOV Issued,5,1,2,0,0,0
4.0,2025,Q3,8,Open Duplicate,9,9,0,0,0,0
4.0,2025,Q3,8,Under Investigation,100,94,16,1,0,0
4.0,2025,Q3,8,Warning,1,0,0,0,0,0
4.0,2025,Q3,9,Application Completed,1,1,1,0,0,0
4.0,2025,Q3,9,Closed,14,13,8,0,0,0
4.0,2025,Q3,9,Completed,65,59,9,2,0,0
4.0,2025,Q3,9,Initiated,3,2,1,0,0,0
4.0,2025,Q3,9,NOV Issued,2,0,1,0,0,0
4.0,2025,Q3,9,Open Duplicate,19,19,2,0,0,0
4.0,2025,Q3,9,Reviews In Process,1,1,1,0,0,0
4.0,2025,Q3,9,Under Investigation,100,95,33,1,0,0
4.0,2025,Q3,9,Warning,1,0,0,0,0,0
4.0,2025,Q4,10,Closed,6,6,6,0,0,0
4.0,2025,Q4,10,Completed,15,10,2,0,0,0
4.0,2025,Q4,10,Initiated,29,24,25,0,0,0
4.0,2025,Q4,10,NOV Issued,5,2,0,0,0,0
4.0,2025,Q4,10,Open Duplicate,2,2,1,0,0,0
4.0,2025,Q4,10,Under Investigation,64,61,20,3,0,0
4.0,2025,Q4,10,Warning,1,1,0,0,0,0
5.0,2003,Q4,11,Completed,37,10,8,0,0,0
5.0,2003,Q4,12,Completed,36,5,8,0,0,0
5.0,2004,Q1,1,Completed,64,7,4,1,0,0
5.0,2004,Q1,2,Completed,75,8,8,0,0,0
5.0,2004,Q1,3,Completed,89,24,11,0,0,0
5.0,2004,Q2,4,Closed,1,1,0,0,0,0
5.0,2004,Q2,4,Completed,69,4,6,0,0,0
5.0,2004,Q2,5,Completed,79,11,14,0,0,0
5.0,2004,Q2,6,Completed,96,10,13,0,0,0
5.0,2004,Q3,7,Completed,81,10,16,0,0,0
5.0,2004,Q3,8,Closed,1,0,1,0,0,0
5.0,2004,Q3,8,Completed,83,6,15,0,0,0
5.0,2004,Q3,9,Completed,82,9,14,0,0,0
5.0,2004,Q4,10,Completed,77,4,12,0,0,0
5.0,2004,Q4,11,Completed,68,10,12,0,0,0
5.0,2004,Q4,12,Completed,58,9,15,0,0,0
5.0,2005,Q1,1,Completed,55,5,8,0,0,0
5.0,2005,Q1,2,Completed,49,5,8,0,0,0
5.0,2005,Q1,3,Completed,87,9,9,0,0,0
5.0,2005,Q2,4,Completed,52,7,6,0,0,0
5.0,2005,Q2,5,Closed,1,0,0,0,0,0
5.0,2005,Q2,5,Completed,102,13,19,0,0,0
5.0,2005,Q2,5,Issued,1,1,1,0,0,0
5.0,2005,Q2,6,Completed,88,7,12,0,0,0
5.0,2005,Q3,7,Completed,83,5,6,0,0,0
5.0,2005,Q3,8,Completed,113,17,10,0,0,0
5.0,2005,Q3,9,Completed,68,10,6,0,0,0
5.0,2005,Q4,10,Completed,77,3,11,1,0,0
5.0,2005,Q4,11,Completed,85,9,11,0,0,0
5.0,2005,Q4,12,Closed,1,0,0,0,0,0
5.0,2005,Q4,12,Completed,58,5,12,0,0,0
5.0,2006,Q1,1,Completed,68,3,15,0,0,0
5.0,2006,Q1,2,Completed,88,9,24,0,0,0
5.0,2006,Q1,3,Completed,112,14,19,0,0,0
5.0,2006,Q2,4,Completed,79,6,16,0,0,0
5.0,2006,Q2,5,Completed,82,8,20,0,0,0
5.0,2006,Q2,6,Completed,88,4,14,0,0,0
5.0,2006,Q2,6,Reviews Completed,1,0,1,0,0,0
5.0,2006,Q3,7,Completed,99,2,11,2,0,0
5.0,2006,Q3,7,Initiated,1,1,1,0,0,0
5.0,2006,Q3,8,Completed,156,4,10,0,0,0
5.0,2006,Q3,8,Issued,1,0,1,0,0,0
5.0,2006,Q3,9,Completed,94,5,16,2,0,0
5.0,2006,Q4,10,Completed,87,11,14,1,0,0
5.0,2006,Q4,11,Completed,58,6,14,0,0,0
5.0,2006,Q4,12,Completed,76,5,11,0,0,0
5.0,2007,Q1,1,Completed,56,8,14,1,0,0
5.0,2007,Q1,2,Completed,55,4,14,1,0,0
5.0,2007,Q1,3,Completed,97,9,17,0,0,0
5.0,2007,Q2,4,Completed,156,13,21,0,0,0
5.0,2007,Q2,5,Completed,90,7,12,0,0,0
5.0,2007,Q2,6,Completed,81,4,9,0,0,0
5.0,2007,Q3,7,Closed,1,1,0,0,0,0
5.0,2007,Q3,7,Completed,114,7,14,0,0,0
5.0,2007,Q3,8,Completed,112,4,10,1,0,0
5.0,2007,Q3,9,Completed,110,7,9,3,0,0
5.0,2007,Q3,9,Warning,1,1,1,0,0,0
5.0,2007,Q4,10,Completed,115,9,14,0,0,0
5.0,2007,Q4,11,Completed,60,1,12,0,0,0
5.0,2007,Q4,12,Completed,109,8,18,0,0,0
5.0,2007,Q4,12,NOV Issued,1,1,1,0,0,0
5.0,2008,Q1,1,Completed,102,3,16,0,0,0
5.0,2008,Q1,2,Closed,1,0,0,0,0,0
5.0,2008,Q1,2,Completed,88,8,11,0,0,0
5.0,2008,Q1,3,Completed,106,5,15,0,0,0
5.0,2008,Q2,4,Completed,92,7,10,0,0,0
5.0,2008,Q2,5,Completed,108,4,8,0,0,0
5.0,2008,Q2,6,Completed,162,4,9,0,0,0
5.0,2008,Q3,7,Completed,130,4,11,0,0,0
5.0,2008,Q3,8,Completed,114,4,10,0,0,0
5.0,2008,Q3,9,Completed,120,6,7,0,0,0
5.0,2008,Q4,10,Completed,108,5,6,0,0,0
5.0,2008,Q4,11,Completed,86,5,7,0,0,0
5.0,2008,Q4,12,Completed,52,3,7,0,0,0
5.0,2009,Q1,1,Completed,79,5,9,0,0,0
5.0,2009,Q1,2,Completed,67,6,14,2,0,0
5.0,2009,Q1,3,Completed,61,3,8,0,0,0
5.0,2009,Q2,4,Completed,72,4,8,2,0,0
5.0,2009,Q2,5,Completed,99,3,7,3,0,0
5.0,2009,Q2,6,Completed,95,4,10,1,0,0
5.0,2009,Q3,7,Completed,83,2,5,0,0,0
5.0,2009,Q3,8,Completed,109,6,13,0,0,0
5.0,2009,Q3,9,Completed,101,4,8,0,0,0
5.0,2009,Q4,10,Completed,82,2,5,0,0,0
5.0,2009,Q4,11,Completed,54,0,6,0,0,0
5.0,2009,Q4,12,Completed,76,2,13,0,0,0
5.0,2010,Q1,1,Completed,72,1,15,0,0,0
5.0,2010,Q1,2,Completed,55,4,12,0,0,0
5.0,2010,Q1,3,Completed,67,4,3,0,0,0
5.0,2010,Q2,4,Completed,78,3,10,2,0,0
5.0,2010,Q2,5,Completed,57,4,7,0,0,0
5.0,2010,Q2,6,Completed,88,4,7,0,0,0
5.0,2010,Q3,7,Closed,1,0,0,0,0,0
5.0,2010,Q3,7,Completed,122,1,3,1,0,0
5.0,2010,Q3,7,Initiated,1,1,0,0,0,0
5.0,2010,Q3,8,Completed,108,3,10,0,0,0
5.0,2010,Q3,9,Closed,1,0,0,0,0,0
5.0,2010,Q3,9,Completed,100,2,8,0,0,0
5.0,2010,Q4,10,Completed,64,3,6,0,0,0
5.0,2010,Q4,10,Initiated,1,1,1,0,0,0
5.0,2010,Q4,11,Completed,50,1,5,0,0,0
5.0,2010,Q4,12,Completed,48,2,7,0,0,0
5.0,2011,Q1,1,Completed,52,2,13,1,0,0
5.0,2011,Q1,2,Completed,42,2,4,0,0,0
5.0,2011,Q1,3,Completed,59,3,4,0,0,0
